Function,Class
101109303,0
2136857343,1
572661745,0
855679742,1
503125439,1
10839747,0
2668994304,0
2936573056,1
1102048768,0
3537882319,1
78689460,0
53476572,1
259992693,1
939529728,1
1928900013,1
2936535028,1
1886895024,0
4041063935,1
3234856917,1
2247677397,1
4200253801,0
212840333,1
1657040576,1
807521501,0
1425925375,0
4011790367,0
4025415671,1
98908991,1
4230012158,1
976252484,0
2967519212,1
2166423586,1
4026537462,1
3012034679,1
4241467749,0
1493175381,0
2769234689,1
3334980482,1
1019462193,1
892467131,1
4293621719,1
4280223226,1
963443375,0
893386688,1
248434318,1
4080490263,1
268561153,1
1941995392,1
4166023007,1
3422883920,1
3587165131,1
1003290743,1
1936585727,1
1966591807,0
1037907229,1
1061113935,1
1470164063,1
584192494,0
319009184,1
2728432016,0
993774532,0
4093415587,1
1073699903,1
1042940159,1
4034262263,1
3479541055,0
2482439167,1
3994095902,0
2868549013,1
1224712738,1
4020437162,1
894816529,1
212206588,0
3087694918,1
3196916002,0
2071687179,0
721954568,1
3225365201,1
815442345,0
4126854223,1
4278860558,1
4120492817,1
3286749071,1
4273045009,1
965937571,0
1847739402,1
2308699123,1
2007463783,1
11493216,1
762782344,0
3405317881,0
1204302779,1
3746357207,1
1068832255,0
585293038,1
976411391,1
4294902202,1
85258465,1
3253897352,1
3368582384,1
1156845855,0
53506055,0
2143228032,1
2867873520,1
3479545103,0
2685072179,1
1460008909,1
4023027848,1
809044275,1
3857303050,1
1526050308,1
1427459263,1
56177513,0
3284938018,0
3154054413,1
331119807,1
1086582784,1
4190554374,1
1521086716,0
573409400,0
4147637549,1
3301216609,1
827325183,1
2919696898,1
3079088907,1
196148219,1
4294254455,1
2275869199,1
4282347528,1
2047357448,1
3840820906,1
11622263,1
3108416238,1
3705274067,1
489135615,0
3215405859,1
3747474013,1
1320373395,1
2002114007,1
1492167416,1
2057335524,1
3182067471,1
1559189711,1
1528789551,0
1619795855,1
3214727384,1
87476681,0
1072512325,1
3302094065,0
252534653,1
3208583936,1
2864617917,0
3208645760,1
2907896056,0
4068440127,1
4283799931,1
1373584703,0
1342697717,1
3858048421,0
1597459727,1
763175167,0
2012714485,1
867679163,1
2835414512,1
926362660,1
862520153,0
2016939871,1
262513676,0
1352159392,1
235854924,1
3759067360,0
3576354266,0
3149581564,1
1426736185,1
1357913140,0
3278245802,0
1145435645,1
2012391592,1
1067029913,0
33746941,1
4294885579,1
2695835759,1
4215300047,1
1433722743,1
1782539727,0
2529780579,1
4101485567,0
2189263472,0
2725716573,1
1517071098,1
2825348267,1
131565047,1
1600064057,0
3443395854,1
1346657357,1
2924938758,0
2943550291,0
1292420164,1
2733855744,0
2348666845,1
3524367957,0
4289699976,1
4236931754,1
2872687545,1
3303989476,1
1058393994,0
1878270192,0
2965025013,0
3708558685,1
2701570054,1
2668827551,0
355802999,1
2835588517,0
3607609303,1
333275007,1
4160189279,1
3441674296,1
193978250,1
2376122127,1
2142918101,1
3792811844,0
3385406981,0
2692922367,1
1587633758,0
2012741114,1
555822814,0
1178139,1
2081193087,1
1935631103,1
1158807391,1
517267166,1
284841311,1
1711319503,0
2941168718,1
1722788451,0
4265929956,1
1156481245,1
1779417328,0
3430093107,1
14747120,1
2286172987,1
1705338127,0
1193789187,1
255836259,1
3097523444,1
1359302967,1
1866443514,1
1984209600,1
1818647638,0
4121559120,0
2951592959,1
34143733,1
3941227901,1
1699195528,0
1794326515,0
186343359,1
1549598584,1
1058353093,1
425277945,1
256551600,1
78132472,1
3691047424,1
1504310019,0
4126946239,1
2469579827,1
2131295711,1
4281305122,0
3126984874,1
2011933419,1
2158346480,0
4293680924,1
1818204501,0
3549619042,1
956263679,1
2206193495,0
116604799,1
5960617,0
1151878228,0
204365056,1
4282376220,1
1355411561,0
4294016801,1
2570305296,1
1766535953,0
2834956047,1
4077003007,1
3439289572,1
258540389,0
2364017728,1
2827549901,1
3481242423,1
2240620293,1
3149155076,1
2952725296,1
3991789264,0
2097099707,1
1946156147,0
2376077061,1
1967109631,1
4090462095,1
2029845112,0
3487379391,1
14506631,0
4158456320,1
3355164,1
2755132727,1
2374529279,1
4290767636,1
2004021167,1
2750385167,1
4245683404,1
861243476,1
653164475,1
3715585373,1
3141856993,0
2357987074,1
4235197487,1
1791007386,0
217314214,0
3024412689,1
1670972927,0
3538869729,0
1600124409,1
3715331993,1
573780227,1
3225441616,1
2943297023,1
1358625807,1
1470828527,0
2785817548,0
2682089198,1
2926814323,1
972699958,0
922379107,0
4060078314,1
1941659477,0
2927427196,0
2010586589,1
3642594649,1
819738878,1
1427453233,1
3487948279,1
55801843,1
3823359967,1
4281558373,1
3435936460,1
364581055,1
4289241326,1
2737023914,1
3940894,0
2002181718,0
3833592627,1
2943553676,1
1153780933,1
2572545877,1
2135844078,1
3775672320,1
2610758412,0
1241763520,1
3137896490,1
4265472015,1
2215807044,0
3990351223,1
519046140,1
183164317,1
1332661964,1
1910356409,1
822312783,1
1152695108,0
1670599596,1
2717072187,1
4193889363,0
300824265,1
2425707609,0
2290560301,0
1432331948,0
2509617117,0
3212590460,1
3325675056,0
1407005491,1
104139839,0
183664639,1
2862675884,1
413710344,1
974288,0
4283783667,0
3182934327,1
3841979620,0
3748447852,1
4260698897,1
1727485311,1
1548762999,1
3473993267,1
2701080934,0
1601376119,1
2500198195,1
3473276730,1
1094799345,0
959644943,0
1435598687,1
2002090154,0
265355257,1
3437768495,1
285422,1
3168745727,1
585236284,0
2602409887,1
1413853103,1
2947175254,0
4253605344,1
1708129366,0
435404287,1
2772994116,0
1212675068,0
3388625071,0
952628468,0
2776148599,0
2811208239,1
791662714,0
2298130336,1
807018014,1
2111504383,1
681510,1
3995001313,0
83179349,1
3017028471,1
1647523635,1
2433987071,1
3804245261,1
2852181466,1
4060475141,1
812292714,0
3284400841,0
2953376832,1
561307358,0
2370146245,1
3082268095,1
3489792015,0
1011613576,0
3755416885,1
4200575119,1
5586837,0
3259841970,1
1328760179,1
4049334692,0
4284875674,0
2017221884,1
4152620529,1
1431690837,1
2576114316,1
3502270263,1
232617735,0
849498866,1
3765958741,1
1166682666,0
3700470783,0
1566375024,1
2934615168,1
998202589,1
1711041267,0
255823864,1
3426144053,0
989837480,1
4244416837,1
3762336544,1
600896242,1
1348691541,0
525672256,1
2867507181,1
57085038,0
13766621,0
3995000098,0
2573851949,0
805533151,1
3242128114,0
2102476799,1
1443691763,0
3537729656,0
1957804157,1
586037818,1
3683593023,1
3382445468,0
3427010885,1
1950818017,1
2801536003,0
37899340,1
1059397664,0
4185498885,1
686838015,1
3024385928,0
956960527,0
254625765,1
286889305,1
3824287665,1
601886511,1
2137814847,1
1207927551,1
2515769072,0
507256127,0
2946653962,1
1682213514,1
2851707337,0
2422261045,0
2000377109,1
305346611,1
3805269215,1
2895686911,1
3352511505,0
829758749,1
455335799,0
2945223880,0
242606079,1
4039942300,0
1442830450,0
3125791487,1
1352431551,1
2292906220,1
3065996815,1
2478541450,1
2319109774,1
1070538972,1
3587515690,0
1063934479,0
2560137300,0
1021391633,0
1984360448,1
1500122175,0
2138566913,1
3004235549,1
3216136,1
898984597,1
454230915,1
306710856,1
3071795191,1
3536978640,0
467932180,0
8421162,1
418392768,1
2853459269,1
3208452505,1
2854907245,1
925679407,0
623235623,1
1515878536,0
1380087679,1
2577422938,1
2425724057,0
4160430120,1
709422927,1
2098462515,1
3505466943,1
3425901687,1
4042620025,1
83592328,1
1291497376,1
466860835,1
1352424086,0
2138069104,1
3564572945,1
4036374783,1
2868095729,1
2689645017,0
1583102704,0
752082140,0
536970510,0
2822875304,1
255320021,1
14841715,1
1504366882,0
1007639647,1
2857937588,1
3747021707,1
4286041305,1
2166521864,1
2011180287,0
1498815762,0
2138438229,1
2951360767,0
207175530,0
284277499,1
257596111,0
3295969072,1
301281621,1
2946288122,0
2240086915,1
3220862928,1
1375752816,1
1348706451,0
216927332,1
2863325513,1
553898483,0
2740981776,1
240979959,1
2265931663,1
757538324,0
13628667,1
3924404736,1
271807997,1
4008356072,1
2845486239,0
1415370709,1
4272616959,1
12550007,1
713731979,1
4109579639,1
3710021631,1
4197868387,0
1525545586,1
935395068,1
211156838,0
3221258501,0
3139571972,1
852308734,0
2195779760,0
4288701807,1
4275598032,1
1004814080,1
4188654234,0
448445344,1
3999679521,1
2225175390,1
3876280159,1
2937323707,0
1516695761,1
3430925527,1
3741873962,1
2192613600,0
3762274483,1
1711287296,1
639645232,1
2176560899,1
2854927420,1
3314563728,0
2686608588,1
1058270444,1
2132660175,1
3255026696,1
846234240,1
2852790911,1
288575584,1
3567260064,1
2515899807,0
3389442762,0
756002819,1
1281315908,1
2691458662,0
3231301779,1
2863330424,1
2015933668,0
3461349311,1
4232882252,1
3406032956,1
2939948988,1
4244439975,0
589509276,1
434101647,1
4093403748,0
1610368112,1
3003364287,1
1515888725,1
3209639295,1
4148440729,1
296083877,0
3242115521,0
3049609973,1
2281746174,1
13403195,1
2470027321,0
1323237973,1
3753876243,1
1064566225,1
889561007,0
752034595,0
1473314560,1
1010970694,1
2886138361,0
3116095738,1
84596951,0
9568394,1
3375614273,1
3132257267,1
1779060746,1
933429183,1
3392535033,0
579117730,1
3424845794,1
4246929320,1
4116003482,0
2094889181,1
1960740898,0
2154821503,1
1057980352,1
2685964,1
592585474,1
1848600175,1
1465106624,0
1037385687,1
4231986722,1
3573557855,1
2875919339,1
3438342387,1
3790513573,0
2021099399,0
1067816207,0
3811558175,1
651760917,0
806091775,1
140599560,1
1358385322,1
1926382049,0
3806887695,1
4210879221,1
4212054538,1
791781536,1
2695279253,1
16091482,1
1883467964,0
3847162665,1
3360514,1
3739095296,1
3082531514,0
2884303632,1
2327806088,1
201546236,0
3710748535,0
4071797362,1
301944580,1
4110393512,1
3613587234,1
2688127754,0
1999691024,0
3224702201,0
574636224,1
2359973239,1
1259422750,0
4292735711,0
1094808525,0
112280593,1
14678079,1
2413817907,1
773948555,0
366602986,0
1573401,1
998962944,1
4116012284,0
2164607502,1
2130748704,1
4156772159,1
168769987,0
4226933729,1
1313857501,1
868426242,0
296382463,1
1375072721,1
2115034332,1
2824863503,1
3705459500,0
252772383,0
1450333786,1
1879245055,1
218164685,1
3082231266,0
196184200,1
298049843,0
2154872835,1
4209243615,1
3875779515,1
820264879,1
3480422231,1
607092943,1
2967533491,1
1349517248,0
1366425503,1
2004387959,0
2013290255,1
64945954,0
3867736061,0
3648228467,0
3503684093,1
367023488,1
4042928234,1
739049224,1
1352442003,0
2864671445,1
46328514,0
1347447955,0
15781717,1
2685346341,1
3221038917,1
4116003242,0
303177714,0
4194434981,1
4244607987,1
1433635955,1
3444440957,1
2432685498,0
1504310268,0
1078097783,1
1652288251,1
1802742527,1
239749826,1
4256529203,1
3704478781,1
2852827898,1
2075905228,1
1869556293,0
4026548235,0
972409093,0
981103479,1
3088205586,0
3235709008,1
3145168752,0
3224606054,0
867905653,0
2096693237,1
3744726854,1
2771212860,1
1429144959,1
3021225116,0
1974472463,1
3402257616,1
3008885559,1
2947535058,1
1153157307,1
2411200463,1
1448550399,1
3201497,1
721214207,1
2340408591,1
127147,1
4093054126,0
3588031479,1
2770228718,0
760908031,0
1432768626,1
1475869583,1
525672193,1
815451238,0
2896165322,0
528261375,1
3032176042,0
3342350392,0
1582824181,1
2335197112,1
492652021,1
663684367,1
805554937,0
55636848,1
4258637311,1
4098948976,1
3575196202,0
1714447973,0
1426447824,0
1073763711,1
2819577615,1
4089180299,1
11466103,1
270250675,1
1428204072,1
1711477507,1
1815699210,0
84681989,1
4039964586,1
17473542,1
3487499253,1
2523323767,1
1733764935,1
3889690357,0
281817958,1
1609573372,1
3993775660,1
3430386312,1
3113812155,1
2734052352,0
1926277866,0
813088998,0
2821373755,1
2952123781,1
2838124954,1
50524220,1
3227096332,0
4024258517,1
4202348616,1
3742104963,1
3372877254,0
1627354975,1
924580763,1
2855406080,1
1271582464,1
2290579335,0
3299721151,1
1334005628,0
2862638739,0
1410098428,1
142115538,1
3292590975,1
810968406,0
822288914,1
991493968,1
1515251302,1
4034589531,0
3145203907,0
2470023226,0
2863310120,1
1398737439,1
2012444466,1
3284975359,1
3212247202,1
3964499293,1
330498720,1
151637307,0
859549119,1
4194171005,1
3282092881,1
2296005726,0
1715055114,0
454146553,1
126813702,1
1938584444,0
1436946914,0
3825574917,1
1189761023,1
1192380231,0
514741509,1
2948551884,1
1275092753,1
786332555,0
3941251722,1
896991266,1
2832312458,1
1428295487,1
147344604,1
84567918,0
3840152804,0
4059167688,1
507253814,0
1128727311,1
1356353768,1
1149811576,0
2147424895,1
1097022524,1
2224379272,1
1062889999,0
2195775648,0
4290576174,1
4082728925,1
1716964438,0
3008332559,1
2528553642,1
561259127,0
1407054779,1
2136158513,1
1464025152,0
431982607,1
4010341360,1
863517815,0
286347682,0
623226127,1
195607475,1
282402655,1
3587566836,1
218985901,1
1943862266,0
2375003135,1
2101119112,0
2368710447,1
49450890,1
3779187265,1
910291589,1
956252142,1
740318496,1
857881395,1
2267515835,1
3705425244,1
288562883,0
2195150175,1
1445987173,0
413827754,0
319615987,1
1011887359,1
657924808,1
3301705987,1
1157596988,0
4171954300,1
1094714372,1
2001551311,1
3554746897,1
2084426695,0
2512414259,0
3607243266,1
1792000048,0
3213423522,1
3358259967,1
4081034901,0
2902980856,0
301472571,1
3543192256,1
1027440421,1
742677981,1
1700185590,0
3429289032,1
2917641701,1
2937058755,1
4151634956,1
1164199140,1
861778813,1
3290481740,0
1596849453,1
540232704,1
486479359,1
1000883436,1
2008368901,1
203096347,1
3742203895,1
562268039,1
1860597316,1
719268830,1
324390485,1
3334882432,1
61582860,0
1319300744,1
3084064599,1
1865809713,1
3216863344,1
3856721385,1
4153540433,1
1263236999,0
225970688,1
4214161196,1
2478558398,1
2011165271,1
4093590066,0
915998122,0
4126444684,1
2147487535,1
2215149952,1
4239148866,1
1524695227,0
2863295781,1
3718995755,1
3753528063,1
1283211516,1
2960159344,1
3773750736,0
3282435993,0
3052740812,1
201641062,0
263876720,1
3906941815,1
4055586655,1
4030086394,0
3808095980,1
1381171056,1
3621223792,0
2477432719,1
1598349194,1
4044435234,0
621139221,1
868483376,1
2113234293,1
90043861,1
4123527172,0
367933247,1
1869564777,1
2264938440,1
3542006766,1
1463442943,1
2902423423,1
1352817595,1
993020096,1
3794468623,1
1670578416,1
3503636437,0
867877882,1
2293807991,1
212228441,0
235937310,0
84907734,1
268191228,1
287200677,0
2446954965,1
1676383003,0
1414832721,0
213964125,1
1548809978,0
4210375884,1
3692481750,1
3700088014,1
1439476296,1
1020021572,0
2800965372,0
96913862,0
653263344,1
134176515,1
549515344,1
1556937743,1
871301108,1
3946228582,1
3337984341,0
1067870963,0
3221143328,1
3857579341,1
4204374777,0
458177467,1
4040205324,1
3514153407,1
1279804163,1
1784700510,1
4261000113,1
3270158890,1
3148554415,1
834402046,1
3438267548,1
1550843903,1
3148600791,1
623058959,1
1431524608,1
4294196308,1
1432720806,1
3368580044,1
2929807697,0
1367888076,1
1189915049,1
1594316202,1
2186343248,1
3315944877,1
3721540412,0
3864341205,1
515586875,1
286360880,1
3007836995,1
536183029,1
4227567039,1
4207516057,0
1949307217,1
2240454826,1
1543797804,1
934502271,1
3739218173,0
4279305197,0
1439645495,1
51364302,1
3227185224,0
869046938,1
2114735616,1
3016440763,1
4238738188,0
1550806876,0
1566526943,1
1565696674,0
53542042,0
422204706,1
3966729557,1
2766187488,1
1600093821,0
1598440535,1
859299603,1
861574746,1
4213718799,1
3206180976,1
1597239803,1
2735312954,0
3710057790,0
299701557,1
3738239756,0
4284887209,0
3052515833,1
860937999,1
4291084064,1
17150128,1
799485600,1
3707798111,0
3139430159,1
3017580624,0
32628975,1
1946371121,1
3231370390,0
1340016767,1
2515213675,1
3460348800,1
1007660956,0
126390156,1
448452616,1
1588491637,1
187927466,1
3217882065,1
3499675903,1
2340692270,0
998235445,1
3537012856,0
817479897,0
2214350716,1
3419340704,1
2852190020,1
61469680,1
3764240319,1
1414299456,1
536559599,1
825524369,1
180027938,1
1860569792,0
3741285290,0
2857172966,1
3123752618,1
2160099477,1
408735695,1
3337960688,0
3573607424,1
4288229462,0
4097793039,1
3880046476,1
4281274865,0
3690950655,1
271137,1
3005451195,1
4137940726,0
3455729834,1
2889862623,1
3304943864,1
2861036925,1
212231782,0
1470348219,0
1717982972,0
917112234,0
1087853943,1
1064083347,1
71083263,1
2289233911,1
4199316351,1
3974165440,1
1173419056,1
4025830655,0
4289016726,0
2410789297,1
316520567,0
1861123292,1
1006334923,1
446758661,1
3422588843,1
2943487954,0
3745994239,1
1027145215,1
1429628421,0
1010138879,1
1704058,1
1162211319,1
61449740,0
3468807742,0
245296846,1
2004191455,1
1040256768,1
4043070121,0
788525235,1
2796136057,1
3841258992,1
3227096409,0
2142994426,1
213933546,0
521810106,1
856767409,1
2906649599,1
1442340336,1
3071653794,0
803377096,0
337829,1
1330561008,1
1883762943,1
54495216,1
51133455,1
1431799767,1
1979562736,0
3437229565,1
339074879,1
2789189226,0
2066648030,0
1476225022,0
2200936703,1
84084168,1
636428522,1
244287119,1
1148567391,1
989249548,0
1209908206,0
3830968031,1
1593782839,1
1890240712,1
4009730300,1
1414812834,0
327168928,1
3828217333,1
4281797325,0
4283446115,0
4284470720,1
989359951,0
209388404,0
1070571756,0
1708117094,0
715322082,1
1467420302,1
3221017941,1
2593823027,0
4158848936,1
1515913157,1
69926690,1
303912537,0
2281564157,1
933066141,1
3371829448,1
2770576680,1
2567263689,0
4294179951,1
3721821526,1
3238054665,1
2442720252,0
3532119415,0
1349136624,1
1010629174,0
1632748017,1
252047561,0
3941809139,1
872366501,1
1561068375,0
2025556036,0
553512661,1
2863272520,0
880032828,1
2671496251,1
4267769711,1
4124966766,1
235384493,1
3425928568,1
16712337,1
1031344,1
3131831024,1
1342125363,1
452656119,1
3788616836,0
300817937,0
11063292,0
4155727189,1
4004181324,1
1692329054,1
4064333791,1
2139807229,1
3152983057,0
3650706775,1
1350051960,0
1246282372,1
2294450378,1
1312985007,1
4042674426,1
3268616947,1
2127493838,1
1017477330,1
2684415716,1
871602598,0
1002975680,1
1512920541,0
303231519,0
458111950,1
3499054479,1
872051408,1
4112559874,1
2143630277,1
2765487356,1
3236954191,1
4037125601,1
3144985189,0
3439319091,1
1374900714,1
4036169567,0
1865449216,1
3003121117,1
2296809668,1
3086427583,1
1148432012,1
2913083560,1
1819057232,0
2472779875,0
4207606336,1
4288774048,1
1431344787,0
863957746,1
4236209749,1
1257287728,1
254812976,1
8169564,1
293625807,1
1862224584,1
809443630,0
2138435421,1
2744125754,0
1861725947,0
850590258,1
1175523909,1
3998932347,1
3197844665,1
1595666624,1
3047716349,1
2365567927,1
4208974543,1
4292010462,1
255324991,1
72286469,1
3284341217,0
2576112896,1
2632994876,0
3694124067,1
1722452597,1
2433810176,1
1347599347,1
1345761274,0
4081035621,0
855829002,1
2077329442,0
2945408972,1
2970719231,1
1016478765,1
4212093760,1
1494011033,0
4027858000,0
1929641898,1
3469656382,0
14301,1
1934865813,1
4027252239,1
584231509,0
4188600657,0
2760240861,0
3978419763,1
213126326,1
1601690760,1
3741563887,1
4192138591,1
1878323952,0
2884629327,0
434523212,0
1041092592,1
607936752,0
3609777959,0
1509119574,0
256206831,0
2626880778,0
3311390607,1
1452995391,0
1532648415,1
2965106400,0
100895439,1
891354924,1
962829468,1
2071165048,1
4126804681,0
1820183773,0
3409246456,0
2499918592,1
1053589384,1
2523313220,0
1695502591,1
757210654,0
3273536273,0
3272403999,1
766357552,1
4232641877,1
2584910472,0
84881503,1
817549279,0
3434335675,1
1382155525,1
3891746295,1
2627287347,1
5039812,1
3148493474,1
1441789686,1
3013866355,0
1432302393,0
1991696383,1
3267060411,1
1668230975,1
3047685621,1
1561883920,1
3422555151,1
2436849727,1
3434820160,1
3654932774,0
2008791984,0
1442033579,1
281850108,1
1173830975,0
2300802595,0
252641362,1
2583657642,1
1936945155,0
157087478,0
181952509,1
3082268679,0
2292879354,0
1599953809,1
1568008447,1
2430136563,1
1751841659,1
952617160,0
2867486684,1
2130407163,1
1716963062,0
2278768435,1
3823312099,0
163928469,0
4013084600,0
10057710,0
1372105416,1
2695962860,1
2725347199,1
1522163599,1
1223085260,1
252345384,1
3318217984,1
302135304,1
301015599,0
842709691,1
3428125845,0
1198851061,0
3035735278,1
571438067,0
79712472,1
2080427968,1
2330853486,1
3013628019,0
2668567813,0
3148862975,1
4147891260,1
2332008999,1
838803831,1
1413445551,1
475323408,1
4244343999,1
15784963,1
2759851519,1
3435199466,1
280627850,1
2737041351,1
3483040854,0
656846506,1
287196347,0
2576955893,0
1782526822,0
2709650427,1
2337264095,1
3439286858,1
866821098,1
4109788406,1
4042938287,1
2936986973,1
1867489952,0
1818208853,0
