Function,Class
2852181466,1
4060475141,1
3803704760,0
4126502035,0
3828534442,1
561307358,0
2370146245,1
3082268095,1
4200575119,1
883271152,1
1606839541,0
1733037967,1
4007479896,0
257938050,0
3259841970,1
391225311,0
4049334692,0
1321115728,0
1966127616,0
1431690837,1
2576114316,1
232617735,0
1499007057,0
3501805821,1
3947571079,0
3765958741,1
2366410189,1
1566375024,1
2934615168,1
3426144053,0
989837480,1
2509324613,1
151227699,1
3762336544,1
269864208,1
2977776776,0
525672256,1
2867507181,1
2741997712,0
57085038,0
3850436447,1
505602338,0
4029824254,1
805533151,1
3242128114,0
2102476799,1
586037818,1
2050735099,1
1158284543,1
1950818017,1
2801536003,0
3128120563,1
181340412,0
37899340,1
2005447748,0
1511587644,0
686838015,1
579316239,0
254625765,1
1074466830,0
286889305,1
4207061634,0
601886511,1
1975194065,1
1207927551,1
2271279200,1
2515769072,0
2946653962,1
762831291,0
2857631651,1
2088566535,1
1682213514,1
4082352224,0
665809008,1
2851707337,0
2422261045,0
3409233092,0
4283459273,0
1189758592,1
2000377109,1
305346611,1
1568610557,1
3805269215,1
3352511505,0
829758749,1
3189677822,1
4215603,1
2388271344,1
242606079,1
500907807,1
2633805567,1
3125791487,1
1352431551,1
3867062079,1
4586703,0
3065996815,1
2478541450,1
4126260121,0
856944783,1
600783875,1
808373418,1
1984360448,1
4005291523,1
3004235549,1
3216136,1
2109356218,0
898984597,1
454230915,1
84919105,0
496312352,1
298927236,0
8421162,1
4087765337,0
418392768,1
2853459269,1
2854907245,1
623235623,1
1380087679,1
2555679057,0
2425724057,0
3199708329,1
4160430120,1
709422927,1
2098462515,1
1154237377,0
3505466943,1
4042620025,1
2779404456,0
477494135,1
522129647,0
2010707210,1
1352424086,0
2138069104,1
1066782618,0
4280141253,0
4036374783,1
2868095729,1
2822875304,1
255320021,1
14841715,1
3460563180,1
1007639647,1
1102164401,0
553907708,1
3747021707,1
61550709,0
4030495792,1
2166521864,1
1371410622,1
2138438229,1
207175530,0
284277499,1
1204635463,0
3330458503,0
1391986439,0
3295969072,1
2298466032,1
301281621,1
2946288122,0
2240086915,1
216927332,1
2947180398,0
3398338957,1
2863325513,1
4108297359,0
757538324,0
3924404736,1
1431391573,1
271807997,1
2139038001,1
1518839160,0
2099293728,0
4008356072,1
1415370709,1
4272616959,1
12550007,1
585843947,1
1357940160,1
996789,1
2029762803,1
3712251813,1
4007518432,0
3139571972,1
2195779760,0
4275598032,1
260585727,0
267764537,0
1173553288,1
958447423,1
4210061285,1
2225175390,1
3876280159,1
2937323707,0
2700134038,0
2134858041,0
3741873962,1
2192613600,0
3762274483,1
639645232,1
4151246080,1
991566121,1
2112749294,1
3506104038,1
2854927420,1
3314563728,0
584956909,1
2132660175,1
2144623812,1
134293546,1
1666226517,0
2198805507,1
2852790911,1
1998747682,0
2283309260,1
3486450599,1
4007853987,1
756002819,1
1281315908,1
220010006,1
1785360378,0
3231301779,1
1571746042,0
3461349311,1
4232882252,1
3406032956,1
2939948988,1
4127835401,0
1873899408,1
3615986627,0
1510950133,1
1718248303,0
1063662447,0
41884223,1
2694578020,1
3288311193,0
434101647,1
468423523,0
2004554043,0
2072279924,0
1610368112,1
3003364287,1
1975377205,1
2735339017,0
1515888725,1
3209639295,1
506419887,1
4002332302,1
2281746174,1
1700812371,0
2566901071,1
1847771818,1
2300971270,0
1323237973,1
3753876243,1
3128422400,0
1064566225,1
889561007,0
301978172,0
752034595,0
1473314560,1
3116095738,1
1524432720,0
9568394,1
3375614273,1
3132257267,1
1779060746,1
933429183,1
3392535033,0
579117730,1
3424845794,1
2779747996,0
2094889181,1
2154821503,1
1057980352,1
3255763469,1
2685964,1
989502042,0
592585474,1
1037385687,1
282063743,1
17671084,1
278787549,1
3573557855,1
2875919339,1
3438342387,1
2021099399,0
1067816207,0
301069380,0
3811558175,1
3781562352,1
2538991567,1
651760917,0
806091775,1
140599560,1
1358385322,1
3757108720,1
4242656737,1
4082719472,0
1883467964,0
2859213055,0
1281999,1
2678049376,0
3739095296,1
1056177983,1
2327806088,1
739115276,1
4071797362,1
4110393512,1
3613587234,1
2688127754,0
3224702201,0
1881305461,1
2359973239,1
1259422750,0
4204392157,1
4292735711,0
4021848353,1
1094808525,0
2413817907,1
773948555,0
2364719359,1
998962944,1
2291990735,1
371112755,1
4226933729,1
1313857501,1
4111401871,1
2295275980,1
1375072721,1
2115034332,1
2824863503,1
4027341478,0
1879245055,1
218164685,1
2366109527,1
2189620983,1
4061024351,1
2559189521,1
3082231266,0
1915677,1
298049843,0
587163064,1
2154872835,1
1853867059,1
3875779515,1
820264879,1
2967533491,1
2472489728,0
1349517248,0
1708064938,0
2007447551,0
4284975264,1
2013290255,1
64945954,0
2852061359,1
3503684093,1
367023488,1
4042928234,1
739049224,1
1352442003,0
2864671445,1
15781717,1
1970632018,1
3221038917,1
303177714,0
4194434981,1
4244607987,1
1433635955,1
3444440957,1
475274321,1
2432685498,0
1078097783,1
1433007561,0
1652288251,1
1802742527,1
239749826,1
2817182975,1
600358792,1
3704478781,1
2852827898,1
2075905228,1
972409093,0
981103479,1
3235709008,1
3145168752,0
3224606054,0
2096693237,1
2771212860,1
1429144959,1
1492384699,1
1974472463,1
1471872786,0
3008885559,1
3874982139,0
2947535058,1
1153157307,1
1822029056,0
2411200463,1
1448550399,1
3201497,1
2340408591,1
127147,1
2243679675,0
3588031479,1
476050263,1
2695374975,1
1432768626,1
1215816413,0
525672193,1
4092850746,0
2896165322,0
528261375,1
3032176042,0
215746172,1
608166031,1
1582824181,1
2335197112,1
3953838984,0
492652021,1
1265223109,1
176355954,0
663684367,1
805554937,0
55636848,1
3971219210,0
4258637311,1
1927962581,0
469046522,0
1510296331,1
4098948976,1
1438427708,1
2086273279,1
1073763711,1
2819577615,1
4089180299,1
1428204072,1
2852183671,1
2438753372,1
1711477507,1
1815699210,0
84681989,1
7821869,0
3639268836,0
17473542,1
3487499253,1
2523323767,1
1733764935,1
4013129552,1
3993775660,1
3430386312,1
1950346419,0
1123972597,1
2861016456,0
813088998,0
2942297164,1
2821373755,1
4087496469,0
50524220,1
263173140,0
3227096332,0
3427782468,0
4024258517,1
1007758107,1
13553874,1
4210691331,1
4202348616,1
3372877254,0
1627354975,1
924580763,1
2855406080,1
1271582464,1
4244575040,1
1334005628,0
2620767095,1
267644205,1
3292590975,1
1920107122,0
2137457459,1
1381921522,1
3807013550,1
1511190720,0
991493968,1
1011596287,1
809858557,1
3314940586,0
1614815965,1
3045887999,1
3687833295,0
2470023226,0
1654285978,1
3287022320,0
1718790666,1
2863310120,1
2096138308,1
2390817651,1
2012444466,1
3284975359,1
3111573990,0
3287675078,0
3212247202,1
4292719722,1
330498720,1
151637307,0
859549119,1
4194171005,1
3034691821,0
3282092881,1
3205232463,1
1347681017,0
1137393864,0
749632638,1
454146553,1
4213107221,1
1938584444,0
1436946914,0
3825574917,1
1153168627,0
1189761023,1
3483234301,1
3139253021,0
1871758736,0
4291624088,0
1275092753,1
786332555,0
3941251722,1
896991266,1
4222191752,1
3840152804,0
3142933145,1
2273790784,0
1975169210,0
4059167688,1
507253814,0
706879849,1
1128727311,1
1356353768,1
2147424895,1
1097022524,1
2224379272,1
1062889999,0
833231018,1
1224376251,1
4290576174,1
3008332559,1
2528553642,1
183835025,1
1407054779,1
2757002565,0
1348702307,1
431982607,1
1493996949,0
766478575,1
623226127,1
195607475,1
282402655,1
3724332782,1
909534032,0
2846428326,0
218985901,1
50529710,1
2375003135,1
2013163532,1
2368710447,1
3779187265,1
4160924675,0
483405615,0
857881395,1
1177695163,1
1445987173,0
413827754,0
319615987,1
1011887359,1
3301705987,1
1534783986,0
1329892592,1
1538219610,1
1094714372,1
2001551311,1
3554746897,1
671937475,1
1279529796,0
1072941574,0
3358259967,1
822135034,0
3078997445,0
2902980856,0
301472571,1
1027440421,1
742677981,1
1700185590,0
3429289032,1
2917641701,1
821060879,0
1347782278,1
3133012979,1
4151634956,1
2942541932,0
1164199140,1
1596849453,1
540232704,1
486479359,1
2008368901,1
203096347,1
3742203895,1
3772120405,0
3966129236,1
719268830,1
1970371841,1
324390485,1
61582860,0
1865809713,1
3856721385,1
4153540433,1
1263236999,0
1724278282,0
4214161196,1
2478558398,1
2011165271,1
2969543999,1
862928742,0
4126444684,1
2147487535,1
423512382,1
2244284235,1
2863295781,1
181051488,0
2635027455,1
3753528063,1
1283211516,1
2960159344,1
3773750736,0
3282435993,0
2793861344,1
3906941815,1
223874634,0
856647258,0
1397950035,0
4223974260,0
3808095980,1
3621223792,0
2477432719,1
4044435234,0
1603864712,1
1342789888,0
90043861,1
1515566267,0
4123527172,0
2852915404,0
1463442943,1
2902423423,1
1352817595,1
3794468623,1
708878856,0
1209878600,0
867877882,1
2293807991,1
212228441,0
268191228,1
1498804992,0
507236091,1
4290992384,1
2446954965,1
869544925,1
1414832721,0
1548418154,1
4022313975,1
4210375884,1
3700088014,1
3354671348,0
1439476296,1
4060040831,1
1020021572,0
2800965372,0
134176515,1
549515344,1
1556937743,1
3946228582,1
1067870963,0
3221143328,1
4042324383,0
2134702071,0
458177467,1
1279804163,1
3644574651,1
1532972558,1
262147948,0
1426079956,1
4261000113,1
3270158890,1
3148554415,1
3994095120,0
3438267548,1
1550843903,1
2078161674,0
257572734,0
1431524608,1
1432720806,1
3368580044,1
1367888076,1
4030505107,0
1594316202,1
585992263,0
1435869199,1
2186343248,1
3315944877,1
3864341205,1
3007836995,1
536183029,1
4227567039,1
251901112,0
2240454826,1
3002333371,0
1543797804,1
934502271,1
1813276190,1
4211143994,1
4279305197,0
1439645495,1
3227185224,0
3485527522,0
869046938,1
2114735616,1
3510624527,0
3016440763,1
15647727,0
1550806876,0
1566526943,1
3827029975,0
1521767867,0
2576191439,1
422204706,1
184494819,1
2012405244,0
859299603,1
3623550930,0
861574746,1
4213718799,1
100283909,0
1597239803,1
1715759435,0
2735312954,0
299701557,1
3738239756,0
821840688,1
2319451584,1
2938609704,0
3052515833,1
860937999,1
4291084064,1
17150128,1
799485600,1
3017580624,0
2223679139,1
84213085,0
3231370390,0
67873804,1
4177323232,1
3288596592,1
126390156,1
4113634143,0
1728003237,0
3499675903,1
4277011122,1
3279764695,1
1277386496,0
1039859643,1
61469680,1
111979526,0
3764240319,1
536559599,1
3082225584,0
3996015935,1
180027938,1
44573488,1
4282129456,1
357639914,1
3123752618,1
2160099477,1
408735695,1
1576107777,1
4116317525,0
2772211968,0
2712315308,1
3337960688,0
3573607424,1
6226450,1
4097793039,1
201851272,1
4281274865,0
3690950655,1
3990811614,1
1595752367,1
118428752,1
3145435939,1
3796148872,1
3031760055,0
4278395614,0
3455729834,1
2889862623,1
212231782,0
917112234,0
1087853943,1
1064083347,1
4199316351,1
2049105408,0
2087986244,1
3974165440,1
3291613192,0
1173419056,1
1878616425,0
2410789297,1
3699974947,0
3611776068,1
316520567,0
1861123292,1
1006334923,1
855708083,1
2943487954,0
3745994239,1
1998777981,1
1027145215,1
1429628421,0
1010138879,1
1704058,1
1162211319,1
61449740,0
2004191455,1
1040256768,1
1057778265,0
4043070121,0
2593743202,1
788525235,1
3841258992,1
2142994426,1
213933546,0
856767409,1
2906649599,1
4259260501,1
1105416357,1
1442340336,1
3071653794,0
803377096,0
337829,1
1883762943,1
3141258890,0
862346997,1
51133455,1
3437229565,1
2858042548,0
1443820194,1
3826374434,0
2789189226,0
2200936703,1
4194696781,1
636428522,1
3379165786,0
989249548,0
1209908206,0
50348612,0
596019500,1
1890240712,1
4009730300,1
1148669565,0
327168928,1
824233452,1
4284470720,1
715322082,1
2330632272,1
4211104506,1
3221017941,1
4158848936,1
1515913157,1
8071761,0
2281564157,1
1073794906,1
4020744175,1
1392749151,1
3007820751,0
4293439296,1
4123784390,1
933066141,1
3371829448,1
497931693,1
3757306795,1
2567263689,0
4294179951,1
3238054665,1
2292392618,1
3338720259,1
252047561,0
2432143604,1
3941809139,1
3721558135,0
872366501,1
2684526889,1
4005290315,0
106498565,1
880032828,1
4291033800,0
4267769711,1
1802140488,1
3334868301,1
16712337,1
467092616,0
2291733705,1
2309982259,1
1598816496,0
3788616836,0
4155727189,1
4089174528,1
253952033,1
1149178175,0
1731448015,1
2139807229,1
50233504,1
1069937417,0
2294450378,1
1312985007,1
1357250474,1
4042674426,1
3268616947,1
2127493838,1
2684415716,1
3251373052,1
2267186989,0
1002975680,1
303231519,0
458111950,1
3499054479,1
1141995565,0
3720296767,0
2143630277,1
4037125601,1
3439319091,1
4036169567,0
1865449216,1
4288082064,0
2862975096,0
1348507784,1
4293742031,1
3003121117,1
4004133642,0
2296809668,1
3758883052,0
3132087823,1
3086427583,1
2596312780,0
4031119210,1
2166497922,0
1283279967,0
4233497766,0
4207606336,1
825332280,1
1431344787,0
863957746,1
916009215,1
254812976,1
293625807,1
1581570696,0
1355606971,1
1510005657,0
1862224584,1
2138435421,1
2263662,1
2744125754,0
850590258,1
1175523909,1
2482990114,1
4238890921,1
3708153719,1
2512437311,0
1768138159,0
3047716349,1
2365567927,1
3522069691,0
4208974543,1
15642635,0
2033933183,1
3325675253,0
255324991,1
2576112896,1
3554531837,1
2336546321,0
1442473673,0
3142511588,1
3694124067,1
4157100168,0
2433810176,1
2192671310,0
180809788,0
855829002,1
4021284718,1
2077329442,0
2945408972,1
2970719231,1
1016478765,1
4212093760,1
1494011033,0
1929641898,1
2556727392,0
2947504043,0
14301,1
1934865813,1
2476752112,0
4027252239,1
362674585,0
764346316,1
3978419763,1
3073179599,1
213126326,1
551428401,1
1601690760,1
2295101635,0
4192138591,1
2760797254,1
434523212,0
264501814,0
1509119574,0
3890365666,1
1604349036,0
1569807726,0
3311390607,1
2579549333,0
3318746460,0
1532648415,1
3215966082,1
467094407,0
2965106400,0
891354924,1
3912092808,1
962829468,1
2071165048,1
4126804681,0
2799890383,1
3409246456,0
2523313220,0
757210654,0
767570700,1
3272403999,1
1301268495,1
803884842,1
4289103103,1
3760182047,0
3420715250,0
2584910472,0
84881503,1
3891746295,1
2627287347,1
2433101875,1
3234475439,1
3148493474,1
1991696383,1
3390594911,1
3267060411,1
1668230975,1
880216200,0
1996700170,1
2700120847,0
3422555151,1
2852785083,0
2008798664,0
1962453128,1
1442033579,1
281850108,1
3432417490,0
1173830975,0
875904566,1
252641362,1
157087478,0
181952509,1
3082268679,0
4026792096,1
1599953809,1
1390381197,1
1568008447,1
1751841659,1
952617160,0
2130407163,1
4013084600,0
4168288256,1
1372105416,1
1522163599,1
2410347040,1
301015599,0
842709691,1
3428125845,0
2964983859,1
1945885944,0
3021059297,0
2080427968,1
2330853486,1
1188882431,1
1441550079,0
1152704993,0
3148862975,1
838803831,1
1413445551,1
3138760362,1
3152971730,0
4244343999,1
15784963,1
2759851519,1
178717359,1
3435199466,1
280627850,1
1607471093,1
2420439927,1
2737041351,1
3483040854,0
656846506,1
168295077,1
1782526822,0
1869596048,0
2709650427,1
3137551884,1
2337264095,1
141086527,1
3140716919,1
3439286858,1
83926425,0
4059074351,1
866821098,1
4109788406,1
4042938287,1
1649472000,1
2936986973,1
687924543,1
1427159600,0
100272697,0
3232403407,1
4101253545,1
2122317322,1
1968566080,1
4266293231,1
592228191,0
598431695,1
1336968112,0
1094824270,0
1901026655,1
1336569727,1
34709,1
3572428968,1
2054355962,1
2936037139,0
2189594610,0
1341074990,1
1262903050,1
3402499533,1
3773766687,1
716062382,1
1651495645,1
2021423996,1
3489633107,1
3499876539,1
1591234560,1
